czas[s],pozycja_x[pixel],wyjscie regulatora_x,bład errox_x,pozycja_y[pixel],wyjscie regulatora y,bład error_y
48.01,181,-222,-139,3,246,-237
48.07,218,110,-102,3,247,-237
48.12,634,450,314,472,-450,232
48.19,636,39,316,468,193,228
48.24,636,34,316,468,184,228
48.3,636,36,316,468,183,228
48.43,218,-450,-102,7,450,-233
48.5,215,-71,-105,19,215,-221
48.56,218,-48,-102,6,276,-234
48.63,218,-60,-102,6,249,-234
48.7,218,-60,-102,6,250,-234
48.78,218,-62,-102,7,251,-233
48.88,218,-63,-102,3,264,-237
48.94,218,-63,-102,6,245,-234
48.98,218,-64,-102,5,258,-235
49.07,218,-65,-102,5,257,-235
49.13,218,-66,-102,5,258,-235
49.19,218,-66,-102,5,259,-235
49.25,218,-67,-102,5,260,-235
49.3,218,-68,-102,5,261,-235
49.35,218,-69,-102,5,263,-235
49.43,218,-69,-102,5,264,-235
49.49,218,-70,-102,5,265,-235
49.57,218,-71,-102,5,266,-235
49.62,218,-72,-102,5,267,-235
49.67,218,-72,-102,5,269,-235
49.78,218,-74,-102,5,271,-235
49.85,218,-75,-102,5,272,-235
49.91,219,-71,-101,0,287,-240
49.96,219,-76,-101,0,275,-240
50.02,219,-76,-101,0,276,-240
50.09,219,-78,-101,0,278,-240
50.19,219,-78,-101,0,279,-240
50.24,219,-79,-101,0,280,-240
50.3,219,-80,-101,0,282,-240
50.42,219,-81,-101,0,283,-240
50.47,219,-82,-101,0,284,-240
50.52,219,-83,-101,0,286,-240
50.62,219,-84,-101,0,287,-240
50.68,219,-84,-101,0,288,-240
50.73,218,-88,-102,3,286,-237
50.85,218,-87,-102,3,291,-237
50.91,218,-88,-102,3,293,-237
51.05,218,-89,-102,3,295,-237
51.11,218,-90,-102,3,296,-237
51.17,218,-91,-102,3,297,-237
51.25,218,-91,-102,3,299,-237
51.3,218,-92,-102,3,300,-237
51.35,218,-93,-102,3,301,-237
51.44,218,-94,-102,3,302,-237
51.49,218,-94,-102,3,303,-237
51.55,218,-96,-102,3,306,-237
51.67,218,-97,-102,3,307,-237
51.72,218,-97,-102,3,308,-237
51.79,218,-99,-102,3,310,-237
51.9,218,-100,-102,3,311,-237
51.97,218,-100,-102,3,313,-237
52.03,218,-102,-102,3,314,-237
52.13,218,-102,-102,3,315,-237
52.18,218,-103,-102,3,316,-237
52.24,219,-102,-101,0,323,-240
52.37,219,-105,-101,0,321,-240
52.43,219,-106,-101,0,322,-240
52.56,219,-107,-101,0,324,-240
52.61,219,-108,-101,0,326,-240
52.69,219,-109,-101,0,327,-240
52.77,219,-110,-101,0,329,-240
52.85,219,-111,-101,0,330,-240
52.92,219,-112,-101,0,331,-240
52.99,219,-113,-101,0,333,-240
53.06,219,-113,-101,0,334,-240
53.13,219,-114,-101,0,335,-240
53.2,219,-116,-101,0,338,-240
53.32,219,-117,-101,0,339,-240
53.4,219,-118,-101,0,341,-240
53.47,219,-119,-101,0,342,-240
53.56,219,-120,-101,0,344,-240
53.63,219,-120,-101,0,345,-240
53.7,219,-121,-101,0,346,-240
53.77,219,-122,-101,0,348,-240
53.84,219,-123,-101,0,349,-240
53.89,219,-124,-101,0,350,-240
53.96,219,-124,-101,0,351,-240
54.02,219,-125,-101,0,352,-240
54.09,219,-126,-101,0,354,-240
54.15,219,-127,-101,0,355,-240
54.21,219,-127,-101,0,356,-240
54.28,219,-128,-101,0,357,-240
54.34,219,-129,-101,0,359,-240
54.41,219,-130,-101,0,360,-240
54.47,219,-130,-101,0,361,-240
54.52,219,-132,-101,0,363,-240
54.62,219,-132,-101,0,364,-240
54.69,219,-133,-101,0,365,-240
54.78,219,-134,-101,0,367,-240
54.84,219,-135,-101,0,368,-240
54.9,219,-136,-101,0,369,-240
54.94,219,-137,-101,0,372,-240
55.1,219,-138,-101,0,373,-240
55.15,219,-139,-101,0,374,-240
55.2,218,-142,-102,3,374,-237
55.36,218,-141,-102,3,377,-237
55.41,181,-332,-139,3,378,-237
55.54,185,-143,-135,1,383,-239
55.58,185,-152,-135,1,382,-239
55.64,181,-171,-139,2,380,-238
55.77,219,-76,-101,1,387,-239
55.83,219,-148,-101,1,387,-239
55.89,218,-153,-102,3,383,-237
55.95,218,-150,-102,3,389,-237
56.02,219,-147,-101,1,395,-239
56.09,218,-155,-102,3,388,-237
56.17,219,-149,-101,4,391,-236
56.23,219,-153,-101,3,397,-237
56.3,219,-154,-101,3,396,-237
56.39,219,-155,-101,3,397,-237
56.46,219,-156,-101,3,399,-237
56.55,219,-157,-101,3,401,-237
56.66,219,-158,-101,3,402,-237
56.73,219,-159,-101,3,404,-237
56.79,219,-160,-101,3,405,-237
56.87,219,-161,-101,3,406,-237
56.94,636,450,316,2,410,-238
57.0,203,-450,-117,11,389,-229
57.07,635,450,315,52,321,-188
57.14,606,-164,286,17,450,-223
57.22,630,56,310,47,318,-193
57.27,631,-55,311,41,425,-199
57.32,631,-58,311,37,422,-203
57.37,599,-214,279,1,450,-239
57.43,631,94,311,38,308,-202
57.48,190,-450,-130,2,450,-238
57.58,189,-159,-131,3,415,-237
57.62,599,450,279,16,382,-224
57.68,599,-60,279,16,419,-224
57.73,615,25,295,46,326,-194
57.78,619,-39,299,52,406,-188
57.87,623,-37,303,53,416,-187
57.98,189,-450,-131,3,450,-237
58.04,189,-143,-131,3,426,-237
58.1,607,450,287,41,379,-199
58.22,615,-10,295,57,383,-183
58.29,603,-103,283,51,442,-189
58.41,182,-450,-138,2,450,-238
58.48,599,450,279,61,325,-179
58.57,599,-41,279,61,427,-179
58.63,590,-73,270,41,450,-199
58.71,594,-22,274,46,420,-194
58.77,595,-32,275,43,440,-197
58.85,629,70,309,61,401,-179
58.91,601,-142,281,47,450,-193
58.97,601,-27,281,36,450,-204
59.04,632,118,312,41,424,-199
59.09,632,-16,312,41,438,-199
59.15,632,-13,312,41,439,-199
59.24,632,-10,312,41,440,-199
59.3,632,-8,312,41,441,-199
59.36,632,-4,312,41,443,-199
59.46,632,-1,312,41,444,-199
59.54,632,1,312,41,445,-199
59.59,632,5,312,41,447,-199
59.72,632,7,312,41,448,-199
59.77,632,9,312,41,449,-199
59.91,632,14,312,41,450,-199
59.96,632,17,312,41,450,-199
60.02,632,19,312,41,450,-199
60.09,632,22,312,41,450,-199
60.17,632,24,312,41,450,-199
60.23,632,27,312,41,450,-199
60.3,632,30,312,41,450,-199
60.37,632,32,312,41,450,-199
60.44,632,35,312,41,450,-199
60.51,632,38,312,41,450,-199
60.59,632,40,312,41,450,-199
60.65,632,43,312,41,450,-199
60.74,632,46,312,41,450,-199
60.79,632,48,312,41,450,-199
60.86,632,51,312,41,450,-199
60.94,632,53,312,41,450,-199
61.0,632,56,312,41,450,-199
61.08,632,59,312,41,450,-199
61.16,632,62,312,41,450,-199
61.22,632,64,312,41,450,-199
61.29,632,66,312,41,450,-199
61.35,632,69,312,41,450,-199
61.41,632,71,312,41,450,-199
61.48,632,73,312,41,450,-199
61.54,632,76,312,41,450,-199
61.6,632,79,312,41,450,-199
61.69,632,82,312,41,450,-199
61.76,632,84,312,41,450,-199
61.83,632,87,312,41,450,-199
61.9,632,89,312,41,450,-199
62.02,632,94,312,41,450,-199
62.08,632,95,312,41,450,-199
62.13,632,98,312,41,450,-199
62.29,632,104,312,41,450,-199
62.34,632,106,312,41,450,-199
62.41,632,108,312,41,450,-199
62.51,632,112,312,41,450,-199
62.56,632,114,312,41,450,-199
62.63,632,118,312,41,450,-199
62.73,632,120,312,41,450,-199
62.78,632,122,312,41,450,-199
62.84,632,128,312,41,450,-199
63.0,632,130,312,41,450,-199
63.06,632,133,312,41,450,-199
63.14,632,136,312,41,450,-199
63.22,632,138,312,41,450,-199
63.28,632,140,312,41,450,-199
63.33,632,145,312,41,450,-199
63.47,632,148,312,41,450,-199
63.53,632,150,312,41,450,-199
63.67,632,155,312,41,450,-199
63.73,632,158,312,41,450,-199
63.79,632,159,312,41,450,-199
63.9,632,164,312,41,450,-199
63.96,632,166,312,41,450,-199
64.01,463,-450,143,16,450,-224
64.13,464,134,144,15,450,-225
64.18,464,133,144,15,450,-225
64.23,460,125,140,10,450,-230
64.35,460,135,140,10,450,-230
64.4,637,450,317,51,352,-189
64.45,630,163,310,29,450,-211
64.57,630,180,310,26,450,-214
64.62,631,187,311,12,450,-228
64.67,632,189,312,12,450,-228
64.77,637,211,317,13,450,-227
64.83,633,176,313,36,422,-204
64.9,636,204,316,4,450,-236
65.0,636,199,316,13,450,-227
65.07,633,190,313,27,448,-213
65.14,636,213,316,9,450,-231
65.23,633,196,313,15,450,-225
65.29,635,217,315,6,450,-234
65.36,633,203,313,6,450,-234
65.42,634,218,314,7,450,-233
65.53,632,211,312,16,450,-224
65.6,635,232,315,2,450,-238
65.66,635,223,315,13,450,-227
65.73,635,227,315,14,450,-226
65.82,460,-450,140,9,450,-231
65.87,460,190,140,9,450,-231
65.93,460,192,140,9,450,-231
66.03,460,193,140,9,450,-231
66.09,460,194,140,9,450,-231
66.16,460,196,140,9,450,-231
66.28,460,197,140,9,450,-231
66.33,460,198,140,9,450,-231
66.38,460,200,140,9,450,-231
66.55,460,201,140,9,450,-231
66.61,460,202,140,9,450,-231
66.74,460,205,140,9,450,-231
66.81,460,206,140,9,450,-231
66.89,460,207,140,9,450,-231
66.97,460,209,140,9,450,-231
67.03,460,210,140,9,450,-231
67.1,460,211,140,9,450,-231
67.24,460,213,140,9,450,-231
67.3,460,214,140,9,450,-231
67.36,460,216,140,9,450,-231
67.48,460,217,140,9,450,-231
67.53,460,218,140,9,450,-231
67.59,460,220,140,9,450,-231
67.71,460,221,140,9,450,-231
67.76,460,222,140,9,450,-231
67.83,460,224,140,9,450,-231
67.97,460,225,140,9,450,-231
68.03,460,227,140,9,450,-231
68.1,460,228,140,9,450,-231
68.19,460,229,140,9,450,-231
68.25,460,230,140,9,450,-231
68.37,460,232,140,7,450,-233
68.44,465,255,145,15,450,-225
68.5,477,287,157,5,450,-235
68.63,479,245,159,5,450,-235
68.68,460,154,140,11,450,-229
68.74,479,333,159,3,450,-237
68.87,506,304,186,11,450,-229
68.92,478,118,158,4,450,-236
68.97,479,251,159,4,450,-236
69.12,479,251,159,4,450,-236
69.18,480,256,160,4,450,-236
69.25,480,254,160,2,450,-238
69.32,479,252,159,6,450,-234
69.4,478,251,158,6,450,-234
69.45,479,260,159,4,450,-236
69.57,477,250,157,6,450,-234
69.63,479,269,159,4,450,-236
69.68,481,267,161,1,450,-239
69.79,477,250,157,6,450,-234
69.86,477,265,157,6,450,-234
70.01,480,274,160,3,450,-237
70.05,479,263,159,3,450,-237
70.1,479,270,159,4,450,-236
70.21,479,272,159,3,450,-237
70.28,479,273,159,4,450,-236
70.34,479,274,159,4,450,-236
70.41,479,275,159,4,450,-236
70.48,479,277,159,4,450,-236
70.54,467,239,147,18,450,-222
70.63,479,324,159,4,450,-236
70.69,479,281,159,4,450,-236
70.76,466,244,146,17,450,-223
70.85,480,336,160,4,450,-236
70.91,466,219,146,17,444,-223
70.97,479,332,159,4,450,-236
71.04,479,287,159,4,450,-236
71.11,465,237,145,18,450,-222
71.18,465,287,145,17,450,-223
71.26,479,340,159,5,450,-235
71.33,481,300,161,2,450,-238
71.47,481,295,161,3,450,-237
71.53,478,284,158,5,450,-235
71.59,479,301,159,4,450,-236
71.65,479,300,159,4,450,-236
71.77,479,301,159,4,450,-236
71.83,479,302,159,4,450,-236
71.89,488,339,168,137,161,-103
71.96,477,254,157,13,450,-227
72.02,482,321,162,6,450,-234
72.1,353,-327,33,202,-97,-38
72.15,2,-450,-318,44,450,-196
72.21,3,197,-317,51,450,-189
72.32,1,183,-319,36,450,-204
72.38,4,205,-316,48,442,-192
72.43,1,177,-319,35,450,-205
72.5,2,190,-318,41,450,-199
72.57,3,187,-317,48,450,-192
72.63,1,174,-319,38,450,-202
72.75,1,176,-319,34,450,-206
72.81,3,184,-317,93,306,-147
72.92,2,168,-318,6,450,-234
72.96,2,168,-318,6,450,-234
73.03,2,166,-318,6,450,-234
73.15,1,159,-319,31,448,-209
73.22,1,159,-319,52,417,-188
73.27,1,156,-319,113,304,-127
73.39,1,152,-319,29,450,-211
73.45,4,163,-316,43,439,-197
73.51,4,146,-316,34,450,-206
73.61,3,140,-317,48,444,-192
73.68,2,137,-318,35,450,-205
73.74,2,138,-318,31,450,-209
73.81,3,139,-317,50,435,-190
73.88,3,133,-317,44,450,-196
73.95,1,124,-319,34,450,-206
74.05,1,126,-319,49,446,-191
74.12,3,133,-317,53,450,-187
74.18,3,121,-317,53,450,-187
74.28,2,114,-318,50,450,-190
74.35,11,145,-309,1,450,-239
74.47,2,90,-318,46,415,-194
74.54,2,108,-318,32,450,-208
74.61,1,102,-319,34,450,-206
74.68,1,103,-319,34,450,-206
74.74,386,450,66,203,52,-37
74.8,393,220,73,195,450,-45
74.87,399,214,79,194,450,-46
74.93,402,202,82,194,450,-46
75.01,409,217,89,193,450,-47
75.12,411,203,91,193,450,-47
75.18,411,198,91,193,450,-47
75.23,412,202,92,190,450,-50
75.34,414,209,94,184,450,-56
75.39,420,229,100,186,450,-54
75.45,420,204,100,186,450,-54
75.57,426,222,106,198,436,-42
75.66,431,228,111,182,450,-58
75.73,428,199,108,183,450,-57
75.8,433,232,113,182,450,-58
75.86,433,211,113,184,450,-56
76.03,428,205,108,180,450,-60
76.09,430,221,110,177,450,-63
76.15,432,222,112,183,445,-57
76.23,430,209,110,178,450,-62
76.3,430,216,110,178,450,-62
76.36,429,212,109,181,450,-59
76.44,430,221,110,181,450,-59
76.51,428,212,108,180,450,-60
76.6,425,209,105,188,441,-52
76.67,422,208,102,185,450,-55
76.74,424,228,104,187,450,-53
76.79,424,221,104,192,444,-48
76.85,422,215,102,188,450,-52
76.93,416,197,96,189,450,-51
77.0,418,228,98,192,450,-48
77.09,416,216,96,193,450,-47
77.15,421,242,101,188,450,-52
77.22,422,229,102,194,444,-46
77.29,418,209,98,194,450,-46
77.36,413,207,93,193,450,-47
77.48,415,231,95,188,450,-52
77.55,420,244,100,188,450,-52
77.64,418,223,98,190,450,-50
77.7,416,221,96,190,450,-50
77.76,422,259,102,190,450,-50
77.81,420,224,100,186,450,-54
77.87,418,224,98,185,450,-55
77.93,418,233,98,184,450,-56
77.99,419,238,99,182,450,-58
78.06,422,247,102,184,450,-56
78.14,421,233,101,186,450,-54
78.19,422,241,102,181,450,-59
78.27,423,242,103,184,450,-56
78.36,425,246,105,179,450,-61
78.42,423,232,103,187,437,-53
78.48,425,251,105,191,444,-49
78.59,423,239,103,177,450,-63
78.65,423,243,103,189,424,-51
78.71,489,404,169,2,450,-238
78.83,422,-14,102,188,23,-52
78.89,424,255,104,188,450,-52
78.96,426,254,106,191,450,-49
79.05,424,240,104,192,450,-48
79.11,425,255,105,188,450,-52
79.18,425,252,105,192,450,-48
79.32,424,249,104,190,450,-50
79.38,426,263,106,189,450,-51
79.45,420,239,100,190,450,-50
79.54,420,255,100,192,450,-48
79.6,416,235,96,188,450,-52
79.73,418,260,98,189,450,-51
79.79,418,257,98,193,446,-47
79.85,413,235,93,189,450,-51
79.97,414,260,94,189,450,-51
80.02,406,219,86,190,450,-50
80.08,410,273,90,190,450,-50
80.24,406,253,86,195,450,-45
80.3,399,227,79,196,450,-44
80.35,494,450,174,2,450,-238
80.43,7,-450,-313,87,305,-153
80.5,14,204,-306,39,450,-201
80.55,14,166,-306,39,450,-201
80.7,14,163,-306,39,450,-201
80.77,14,161,-306,39,450,-201
80.81,2,108,-318,47,450,-193
80.88,2,153,-318,47,450,-193
80.94,2,151,-318,47,450,-193
80.99,2,145,-318,47,450,-193
81.15,289,450,-31,249,-85,9
81.21,0,-450,-320,25,450,-215
81.35,2,142,-318,114,364,-126
81.4,288,450,-32,262,91,22
81.47,288,200,-32,262,447,22
81.61,285,194,-35,262,447,22
81.66,290,223,-30,264,441,24
81.72,287,187,-33,268,436,28
81.85,289,203,-31,270,443,30
81.92,289,199,-31,272,441,32
82.0,287,191,-33,276,436,36
82.08,290,211,-30,275,446,35
82.14,286,183,-34,273,448,33
82.21,284,191,-36,279,433,39
82.29,285,201,-35,281,437,41
82.35,284,192,-36,282,440,42
82.42,284,195,-36,281,443,41
82.53,286,204,-34,278,450,38
82.59,286,195,-34,275,450,35
82.64,288,200,-32,273,445,33
82.74,288,195,-32,273,442,33
82.8,288,195,-32,274,439,34
82.91,286,189,-34,278,435,38
82.96,290,213,-30,274,450,34
83.01,290,195,-30,280,424,40
83.11,289,191,-31,277,445,37
83.16,288,189,-32,280,432,40
83.22,291,204,-29,280,440,40
83.33,292,196,-28,282,436,42
83.39,292,194,-28,288,421,48
83.44,300,212,-20,286,440,46
83.56,297,182,-23,287,435,47
83.62,291,165,-29,281,450,41
83.67,301,213,-19,288,429,48
83.81,304,208,-16,287,439,47
83.87,308,213,-12,284,445,44
83.93,479,450,159,6,450,-234
84.04,478,233,158,4,450,-236
84.1,478,238,158,6,450,-234
84.16,466,216,146,17,450,-223
84.3,479,304,159,3,450,-237
84.35,478,237,158,5,450,-235
84.53,478,246,158,5,450,-235
84.58,477,242,157,6,450,-234
84.63,478,252,158,5,450,-235
84.75,478,250,158,5,450,-235
84.81,479,256,159,3,450,-237
84.87,479,252,159,3,450,-237
85.01,480,257,160,2,450,-238
85.05,479,252,159,3,450,-237
85.12,479,259,159,3,450,-237
85.28,480,265,160,2,450,-238
85.33,479,257,159,2,450,-238
85.39,479,264,159,4,450,-236
85.51,480,269,160,3,450,-237
85.58,479,262,159,3,450,-237
85.64,479,268,159,3,450,-237
85.74,479,269,159,3,450,-237
85.8,632,450,312,294,-367,54
85.85,540,141,220,226,450,-14
86.01,510,157,190,220,450,-20
86.06,476,150,156,216,450,-24
86.19,447,212,127,203,450,-37
86.25,454,302,134,216,423,-24
86.32,449,255,129,201,450,-39
86.38,445,259,125,166,450,-74
86.44,450,293,130,160,450,-80
86.53,459,311,139,157,450,-83
86.64,458,280,138,162,450,-78
86.7,458,283,138,168,448,-72
86.77,457,281,137,170,450,-70
86.85,454,276,134,172,450,-68
86.93,452,277,132,169,450,-71
86.99,453,290,133,176,448,-64
87.09,453,288,133,176,450,-64
87.16,450,276,130,179,450,-61
87.22,449,286,129,179,450,-61
87.3,444,272,124,182,450,-58
87.37,442,283,122,182,450,-58
87.44,440,285,120,184,450,-56
87.52,434,265,114,188,446,-52
87.59,431,278,111,184,450,-56
87.73,432,295,112,183,450,-57
87.78,430,285,110,188,445,-52
87.85,432,303,112,191,449,-49
88.01,429,291,109,190,450,-50
88.06,432,308,112,192,450,-48
88.13,433,302,113,192,450,-48
88.22,432,296,112,190,450,-50
88.26,434,309,114,192,450,-48
88.32,433,299,113,191,450,-49
88.42,434,307,114,190,450,-50
88.48,434,304,114,195,445,-45
88.55,434,305,114,190,450,-50
88.68,434,306,114,190,450,-50
88.75,434,307,114,192,450,-48
88.82,435,312,115,192,450,-48
88.88,438,319,118,194,450,-46
88.96,438,311,118,195,450,-45
89.02,439,315,119,194,450,-46
89.12,440,318,120,194,450,-46
89.19,440,315,120,194,450,-46
89.32,438,313,118,195,450,-45
89.4,436,310,116,192,450,-48
89.47,436,318,116,194,450,-46
89.57,438,325,118,195,450,-45
89.63,436,313,116,196,450,-44
89.7,436,321,116,193,450,-47
89.78,436,322,116,196,450,-44
89.85,439,336,119,191,450,-49
89.91,442,336,122,184,450,-56
89.98,446,342,126,179,450,-61
90.05,450,343,130,171,450,-69
90.13,456,350,136,160,450,-80
90.21,464,364,144,152,450,-88
90.28,468,349,148,140,450,-100
90.36,474,360,154,130,450,-110
90.44,474,341,154,124,450,-116
90.49,478,357,158,123,450,-117
90.56,478,345,158,121,450,-119
90.64,477,341,157,121,450,-119
90.7,478,351,158,119,450,-121
90.77,479,352,159,118,450,-122
90.84,481,358,161,117,450,-123
90.91,481,352,161,116,450,-124
90.98,482,357,162,113,450,-127
91.04,482,354,162,119,447,-121
91.09,480,345,160,124,450,-116
91.24,480,358,160,118,450,-122
91.3,481,363,161,121,450,-119
91.38,482,364,162,123,450,-117
91.48,478,347,158,120,450,-120
91.55,481,377,161,122,450,-118
91.61,478,357,158,130,450,-110
91.7,476,358,156,132,450,-108
91.77,472,352,152,135,450,-105
91.84,459,319,139,146,439,-94
91.91,447,307,127,158,427,-82
91.96,435,303,115,164,442,-76
92.01,418,327,98,194,423,-46
92.15,408,315,88,196,450,-44
92.21,408,358,88,196,450,-44
92.37,408,359,88,196,450,-44
92.42,382,248,62,207,427,-33
92.48,382,355,62,207,450,-33
92.6,370,328,50,220,437,-20
92.65,364,321,44,229,424,-11
92.7,352,294,32,240,420,0
92.86,346,339,26,245,444,5
92.91,336,300,16,252,429,12
92.97,336,346,16,254,445,14
93.08,335,343,15,252,450,12
93.15,338,361,18,260,425,20
93.2,342,359,22,256,450,16
93.3,342,348,22,256,447,16
93.35,338,328,18,256,447,16
93.4,338,348,18,258,445,18
93.57,340,358,20,257,450,17
93.62,342,358,22,260,438,20
93.68,335,337,15,257,449,17
93.84,340,369,20,258,444,18
93.91,348,392,28,254,450,14
94.07,357,367,37,254,447,14
94.12,360,369,40,254,447,14
94.18,364,371,44,250,450,10
94.33,368,365,48,246,450,6
94.39,368,358,48,244,450,4
94.44,365,344,45,246,442,6
94.6,362,353,42,246,447,6
94.65,362,358,42,250,436,10
94.7,364,363,44,250,447,10
94.85,364,360,44,249,449,9
94.91,364,360,44,252,438,12
94.97,346,320,26,274,417,34
95.09,332,292,12,282,421,42
95.15,305,218,-15,304,375,64
95.2,259,141,-61,351,312,111
95.26,254,315,-66,348,439,108
95.43,252,330,-68,358,421,118
95.51,256,348,-64,354,437,114
95.58,256,333,-64,356,424,116
95.65,255,328,-65,358,422,118
95.71,254,328,-66,358,426,118
95.78,248,305,-72,374,384,134
95.84,253,349,-67,372,428,132
95.91,258,351,-62,368,433,128
95.97,262,339,-58,364,427,124
96.09,264,339,-56,365,419,125
96.15,269,347,-51,362,427,122
96.23,262,306,-58,365,414,125
96.31,260,320,-60,365,419,125
96.37,256,310,-64,368,411,128
96.49,256,326,-64,365,422,125
96.54,257,331,-63,364,420,124
96.6,262,349,-58,365,414,125
96.72,258,317,-62,367,413,127
96.79,257,321,-63,364,421,124
96.85,256,320,-64,366,409,126
96.98,250,307,-70,366,413,126
97.03,248,310,-72,368,406,128
97.08,246,315,-74,371,407,131
97.23,238,285,-82,366,422,126
97.29,233,294,-87,357,433,117
97.35,227,299,-93,340,433,100
97.47,226,307,-94,334,427,94
97.53,224,301,-96,331,420,91
97.58,218,292,-102,334,406,94
97.68,216,298,-104,339,397,99
97.74,214,298,-106,340,407,100
97.82,212,297,-108,340,409,100
97.89,212,302,-108,340,408,100
97.97,212,301,-108,342,404,102
98.12,208,290,-112,341,407,101
98.2,208,298,-112,338,413,98
98.26,208,297,-112,344,392,104
98.34,208,296,-112,342,408,102
98.41,208,295,-112,346,392,106
98.47,208,294,-112,341,414,101
98.57,208,293,-112,340,404,100
98.64,208,292,-112,339,404,99
98.71,207,287,-113,336,407,96
98.79,207,289,-113,334,406,94
98.86,207,289,-113,336,396,96
98.92,205,281,-115,337,398,97
99.02,205,286,-115,337,400,97
99.07,204,281,-116,340,391,100
99.14,200,268,-120,341,396,101
99.21,196,267,-124,346,386,106
99.27,192,264,-128,345,399,105
99.34,192,278,-128,346,394,106
